#OTU ID	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_2	N_HN_Y_3	N_JS_W_1	N_JS_W_2	N_JS_W_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	kindom	phylum	class	order	family	genus
ZOTU_1550	0	0	0	0	0	0	0.000183152	5.72351E-05	0	0	0	0	0	0	0	6.86821E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0.000389199	0	0	0	0	0	0.000217493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Dactylonectria
ZOTU_1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	5.72351E-05	0.000366305	5.72351E-05	2.2894E-05	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	1.1447E-05	2.2894E-05	1.1447E-05	0	0	0	0	0	0	0	0	0	0.000938655	0.000400646	0.000320516	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Pichiaceae	g:Nakazawaea
ZOTU_1552	3.43411E-05	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	1.1447E-05	1.1447E-05	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000904314	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes			
ZOTU_1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	0	0	0	3.43411E-05	0.00011447	0	0	0	0	0	0	3.43411E-05	0.000835632	0.002484003	1.1447E-05	0	2.2894E-05	0	0	0	0	3.43411E-05	2.2894E-05	0	0	0	8.01291E-05	9.15761E-05	3.43411E-05	0	0	0	0	1.1447E-05	6.86821E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Phaffomycetaceae	g:Cyberlindnera
ZOTU_1554	0	0	0	0	0.000480775	0.00053801	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Mucoraceae	g:Mucor
ZOTU_1555	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	0.001064573	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Corticiales		
ZOTU_1556	0	0	0	0	0.000377752	0.000457881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellaceae	g:Mortierella
ZOTU_1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0.001362195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota				
ZOTU_1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003056354	0.001648371	0.00184297	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	4.57881E-05	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	2.2894E-05	2.2894E-05	0	2.2894E-05	0	0	0	0	1.1447E-05	1.1447E-05	1.1447E-05	3.43411E-05	0	6.86821E-05	0.000103023	6.86821E-05	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Ophiostomatales	f:Ophiostomataceae	
ZOTU_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	1.1447E-05	0	0	0	0	0	1.1447E-05	1.1447E-05	0	0	0	0	0	0	0	0	0	0.000709715	0.000286175	5.72351E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales		
ZOTU_1560	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0.001259172	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86821E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01291E-05	6.86821E-05	1.1447E-05	0	0	1.1447E-05	2.2894E-05	0	0	4.57881E-05	6.86821E-05	3.43411E-05	0	0	0	0	0	0	0	0.00011447	0.000217493	0	0	1.1447E-05	0.00022894	0.00011447	0	0	0	0	2.2894E-05	1.1447E-05	1.1447E-05	0	0	0	0	2.2894E-05	0	0	0	1.1447E-05	0	0	0	0	0	0	1.1447E-05	8.01291E-05	1.1447E-05	0	0	2.2894E-05	0	8.01291E-05	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_1562	2.2894E-05	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	6.86821E-05	0	0	0	0	0	5.72351E-05	0	5.72351E-05	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	1.1447E-05	0	0	0	0	3.43411E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0.001808629	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_1563	1.1447E-05	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000927208	0	0	0	0	0	d:Fungi					
ZOTU_1564	0	0	0	0	0	0	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0.000641033	0.000412093	0.000400646	1.1447E-05	0	0	0	0	0	0	0	0	1.1447E-05	5.72351E-05	6.86821E-05	1.1447E-05	0	0	2.2894E-05	4.57881E-05	0	0.000251834	0.000206046	0.000400646	2.2894E-05	9.15761E-05	0.000263281	2.2894E-05	6.86821E-05	2.2894E-05	2.2894E-05	0	3.43411E-05	6.86821E-05	0.000148811	0.00011447	0	0	0	1.1447E-05	1.1447E-05	0	5.72351E-05	0.000125917	0.000286175	0	0	0	0.000755503	3.43411E-05	8.01291E-05	0	9.15761E-05	5.72351E-05	0.000137364	0.000343411	0.00011447	0.000457881	0.000412093	0.002472556	6.86821E-05	1.1447E-05	2.2894E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Ophiostomatales	f:Ophiostomataceae	
ZOTU_1565	0	0	0	0.001110361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Chytridiomycota	c:Spizellomycetes			
ZOTU_1566	0	0	0	0.001007338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Ascobolaceae	g:Ascobolus
ZOTU_1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	1.1447E-05	8.01291E-05	0.000274728	0.001705606	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	1.1447E-05	1.1447E-05	1.1447E-05	6.86821E-05	2.2894E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.01291E-05	2.2894E-05	3.43411E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium
ZOTU_1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	0	9.15761E-05	0	1.1447E-05	0	4.57881E-05	2.2894E-05	0.002644261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72351E-05	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolaceae	g:Rhodotorula
ZOTU_1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022894	0	0.001247725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Pichiaceae	g:Ogataea
ZOTU_1570	0	0	0	0	0	0	0	0	0	0.000732609	0	1.1447E-05	1.1447E-05	1.1447E-05	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	6.86821E-05	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Myxotrichaceae	g:Oidiodendron
ZOTU_1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011447	6.86821E-05	0.00011447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	3.43411E-05	0	1.1447E-05	3.43411E-05	2.2894E-05	8.01291E-05	1.1447E-05	0	1.1447E-05	1.1447E-05	0	0	5.72351E-05	1.1447E-05	0	0	1.1447E-05	0	0	0	1.1447E-05	9.15761E-05	0.000137364	2.2894E-05	3.43411E-05	5.72351E-05	0	0	0	3.43411E-05	2.2894E-05	0	0	0	0	0	1.1447E-05	0	0	2.2894E-05	2.2894E-05	0.000446434	0.000389199	0.000377752	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Phaffomycetaceae	g:Cyberlindnera
ZOTU_1572	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01291E-05	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001236278	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes			
ZOTU_1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	2.2894E-05	0	0	0	1.1447E-05	2.2894E-05	1.1447E-05	0	8.01291E-05	0	0	0	0	0	0	0	2.2894E-05	4.57881E-05	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0.000331964	0.001121808	0.00022894	3.43411E-05	0	1.1447E-05	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	
ZOTU_1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Eurotiomycetes			
ZOTU_1575	0	0	0	0	0.000480775	0.000503669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	1.1447E-05	0	0	0	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales		
ZOTU_1576	0	0	0	0	0	0	0	0.000801291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_1577	0	0	0	0.001064573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_1578	0	0	0	0	0	0	0.000217493	3.43411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales		
ZOTU_1579	0	0	0	0	0	0	0	0	0	0	0	0.000961549	0	0	1.1447E-05	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	5.72351E-05	5.72351E-05	0	0	1.1447E-05	0.000412093	0.00053801	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Mucoraceae	g:Mucor
ZOTU_1581	0	0	1.1447E-05	1.1447E-05	0	0	0	0	0	0	0.000995891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales		
ZOTU_1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	5.72351E-05	3.43411E-05	4.57881E-05	3.43411E-05	1.1447E-05	0.000171705	4.57881E-05	3.43411E-05	0	0	0	2.2894E-05	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	3.43411E-05	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0.00011447	0.00022894	0.000549457	0	0	0	2.2894E-05	0	5.72351E-05	0	0	0	1.1447E-05	0	0	0.000171705	6.86821E-05	3.43411E-05	0.000183152	0.00011447	5.72351E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales		
ZOTU_1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	1.1447E-05	0	1.1447E-05	4.57881E-05	0	2.2894E-05	2.2894E-05	1.1447E-05	0	0	0	0	0	0	1.1447E-05	1.1447E-05	2.2894E-05	0	0	0.000366305	3.43411E-05	0	0	0	0	0	2.2894E-05	0.000125917	1.1447E-05	1.1447E-05	0	0	0	0	0	2.2894E-05	0	3.43411E-05	0	0	0	0	0	2.2894E-05	0	0	0	6.86821E-05	0	2.2894E-05	0.000148811	9.15761E-05	0.00011447	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Ophiostomatales	f:Ophiostomataceae	g:Graphilbum
ZOTU_1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400646	0.000217493	0.000309069	0	0	0	1.1447E-05	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	1.1447E-05	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Tremella
ZOTU_1585	0	0	0.000995891	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263281	0.00076695	0.000446434	2.2894E-05	2.2894E-05	0	3.43411E-05	9.15761E-05	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	1.1447E-05	1.1447E-05	0	0	0	0.001488112	0	2.2894E-05	1.1447E-05	1.1447E-05	0	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	
ZOTU_1587	0	0	0	0	0	0	1.1447E-05	0.000789844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales		
ZOTU_1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206046	0.001179043	6.86821E-05	0	0	0	0	0	0	0	2.2894E-05	4.57881E-05	0	0	0	0	0	1.1447E-05	0.000125917	9.15761E-05	5.72351E-05	5.72351E-05	2.2894E-05	0	4.57881E-05	0	0	0	0	1.1447E-05	0	0	1.1447E-05	1.1447E-05	0	1.1447E-05	0	2.2894E-05	0	0	2.2894E-05	0	2.2894E-05	0	0	0	0	1.1447E-05	0	1.1447E-05	0	0	0	8.01291E-05	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales		
ZOTU_1589	0	0	0	0.001098914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0.000148811	0.000732609	0.000171705	2.2894E-05	1.1447E-05	2.2894E-05	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	3.43411E-05	3.43411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	1.1447E-05	0	0	0	1.1447E-05	0	1.1447E-05	0	0	0	2.2894E-05	4.57881E-05	1.1447E-05	2.2894E-05	0.000755503	1.1447E-05	0	0	0	2.2894E-05	3.43411E-05	0	0	3.43411E-05	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	1.1447E-05	2.2894E-05	2.2894E-05	0.000354858	0.000549457	0.000503669	0	0	0	1.1447E-05	1.1447E-05	3.43411E-05	0	0	0	0	0	0	0	0	0	1.1447E-05	5.72351E-05	0	0	0	0	0	0	0	0	6.86821E-05	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Ophiocordycipitaceae	
ZOTU_1593	0	0	0	0.00119049	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Mucoraceae	g:Mucor
ZOTU_1594	0	0	0	0	0	0	0.000835632	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72351E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Bartaliniaceae	g:Truncatella
