	N_ZJ_NY_1	N_ZJ_NY_2	N_ZJ_NY_3	N_JL_T_1	N_JL_T_2	N_JL_T_3	N_JS_NX_1	N_JS_NX_2	N_JS_NX_3	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_AH_C_1	N_AH_C_2	N_AH_C_3	N_CQ_W_1	N_CQ_W_2	N_CQ_W_3	N_GX_G_1	N_GX_G_2	N_GX_G_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_H_1	N_HN_H_2	N_HN_H_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_1	N_HN_Y_2	N_HN_Y_3	N_JL_J_1	N_JL_J_2	N_JS_W_1	N_JS_W_2	N_JS_W_3	N_SC_L_1	N_SC_L_2	N_SC_L_3	N_SN_X_1	N_SN_X_2	N_SN_X_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_HA_1	N_ZJ_HA_2	N_ZJ_HA_3	N_ZJ_HC_1	N_ZJ_HC_2	N_ZJ_HC_3	N_ZJ_HD_1	N_ZJ_HD_2	N_ZJ_HD_3	N_ZJ_HT_1	N_ZJ_HT_2	N_ZJ_HT_3	N_ZJ_J_1	N_ZJ_J_2	N_ZJ_J_3	N_ZJ_JP_1	N_ZJ_JP_2	N_ZJ_JP_3	N_ZJ_JW_1	N_ZJ_JW_2	N_ZJ_JW_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	N_ZJ_LL_1	N_ZJ_LL_2	N_ZJ_LL_3	N_ZJ_QJ_1	N_ZJ_QJ_2	N_ZJ_QJ_3	N_ZJ_SS_1	N_ZJ_SS_2	N_ZJ_SS_3	N_ZJ_TL_1	N_ZJ_TL_2	N_ZJ_TL_3	N_ZJ_TT_1	N_ZJ_TT_2	N_ZJ_TT_3	N_ZJ_WP_1	N_ZJ_WP_2	N_ZJ_WP_3	N_ZJ_WY_1	N_ZJ_WY_2	N_ZJ_WY_3	N_ZJ_ZD_1	N_ZJ_ZD_2	N_ZJ_ZD_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3
N_ZJ_WP_3	0.960895236	0.971824972	0.875850693	0.894192535	0.924666431	0.879316588	0.933415693	0.895276119	0.900773794	0.933041499	0.930298402	0.912653152	0.921857371	0.936907902	0.918245161	0.618880932	0.466757882	0.927797212	0.924546421	0.91643929	0.933014157	0.437406995	0.899851217	0.918499376	0.933255166	0.922418939	0.939088085	0.929536458	0.925816582	0.937094203	0.916760131	0.93638604	0.932839957	0.934045026	0.940813536	0.930900564	0.930593304	0.928640019	0.927904324	0.905563499	0.932077565	0.909242308	0.915329337	0.933201348	0.965148511	0.899062378	0.907690181	0.926446017	0.907610858	0.891128893	0.909095145	0.897108743	0.877309878	0.116082539	0.100952257	0.333151941	0.124243193	0.112871595	0.308308786	0.185996402	0.85127541	0.417324114	0.448723619	0.457151631	0.490649314	0.385982508	0.440497436	0.870967457	0.887648736	0.820291542	0.87318737	0.455090385	0.481351739	0.83243799	0.873737132	0.889643639	0.9340443	0.880264587	0.844265602	0.825496283	0.516909377	0.532160284	0.474475893	0.915529719	0.925777115	0.906111783	0.380388887	0.504829634	0.456081791	0.933349199	0.916572969	0.92243211	0.44278262	0.09723377	0	0.453164533	0.3866892	0.351761107	0.213713873	0.102985745	0.195881344	0.987757745	0.987370122	0.9826071	0.876667527	0.904065346	0.899570926	0.919074921	0.921135754	0.916506987	0.886072235	0.904520254	0.888506706	0.959369384	0.957576731	0.969469998	0.936707049	0.934378888	0.803303873	0.856319902	0.834969126	0.846821785	0.791866417	0.938058742	0.896239323	0.889123004	0.868373242	0.951249066	0.961041912	0.944078681	0.973416915	0.967944126	0.961536088	0.971663861	0.919878342	0.930954624	0.900239229	0.906780582	0.860707356	0.917938273	0.976051307	0.979088307	0.984118564	0.974968434	0.980868167	0.97193157	0.981603045	0.981349952	0.953002222	0.729632672	0.678610063	0.758662133	0.74766603	0.905563698	0.637862277	0.960774063	0.961737423	0.95705477	0.983476689	0.987383634	0.960306122	0.979008732	0.971329341	0.958928559
N_ZJ_WY_1	0.959864387	0.97606477	0.90196392	0.593688954	0.791569931	0.618302061	0.753885538	0.565069967	0.566997482	0.544268491	0.540041434	0.530088256	0.529164377	0.611518648	0.536670077	0.278351922	0.112861926	0.528910791	0.563574634	0.528268453	0.536040923	0.16112928	0.847903885	0.525165267	0.542155207	0.533164464	0.542557071	0.584067615	0.53037124	0.539734464	0.527466084	0.566154169	0.538824171	0.552965322	0.602503412	0.545058439	0.542182101	0.548469561	0.545325726	0.522330289	0.535868937	0.535614813	0.535027193	0.537581592	0.893242251	0.524339298	0.527950298	0.542595651	0.531561436	0.512671932	0.566394709	0.586651673	0.544216752	0.436496062	0.449512568	0.239655827	0.424897585	0.45768707	0.271975678	0.384416706	0.854753485	0.093730333	0.08464546	0.11227231	0.087590054	0.201061468	0.213530118	0.588334094	0.872720099	0.859021177	0.91589	0.058037525	0.120058624	0.489954103	0.582154495	0.593834114	0.703196708	0.900211495	0.888746496	0.890137703	0.145701287	0.176164778	0.097075604	0.920703804	0.917494663	0.914684885	0.274771572	0.272805711	0.069302899	0.538398487	0.520216759	0.530543317	0.090518623	0.454275028	0.453164533	0	0.231842633	0.240484558	0.338036342	0.453981739	0.439292626	0.982833512	0.983742895	0.97947542	0.767235528	0.820826254	0.797763781	0.845602137	0.89983661	0.893615886	0.788840665	0.849308011	0.811717002	0.922966552	0.925789018	0.95947496	0.898899408	0.904731379	0.7490417	0.747383237	0.73840736	0.759383127	0.787946058	0.934218106	0.893563074	0.880599509	0.869161501	0.953655767	0.958284527	0.942285172	0.971101226	0.968384081	0.954618485	0.967916501	0.924653161	0.93277298	0.900492556	0.843889675	0.764185076	0.876492558	0.979622288	0.972665862	0.977348185	0.970820385	0.979569599	0.969013888	0.978323742	0.985523071	0.968599239	0.675652283	0.616910508	0.728922716	0.567640749	0.823742963	0.409316161	0.95595673	0.955876842	0.950993534	0.981683011	0.986553202	0.956505	0.977214544	0.969802682	0.957214567
N_ZJ_WY_2	0.942741094	0.959583481	0.892143871	0.697807618	0.807624063	0.661017537	0.789698034	0.672601401	0.674863177	0.679612003	0.667893221	0.637565627	0.667210469	0.714179895	0.644348053	0.383982334	0.22851247	0.658661945	0.677018075	0.644722795	0.660067006	0.223456201	0.845562699	0.660348242	0.681658968	0.672119804	0.683999893	0.700280545	0.64837604	0.68362535	0.646154257	0.685177095	0.675665799	0.666381631	0.721378116	0.675129912	0.664134597	0.656963536	0.658462073	0.632750686	0.663251674	0.658355856	0.657019236	0.673633194	0.896038672	0.635749085	0.63799545	0.67329742	0.639239217	0.621793986	0.687423986	0.672375953	0.648563615	0.385538719	0.392936414	0.114237731	0.353218642	0.397004507	0.148042366	0.304082192	0.831836566	0.229085498	0.218063119	0.214114849	0.254557653	0.217930288	0.242545382	0.661565082	0.854231496	0.836840859	0.890753487	0.23471969	0.225713977	0.572227829	0.663692911	0.667612681	0.761538343	0.882418622	0.870752615	0.874177521	0.300256126	0.327572343	0.248458283	0.901881939	0.8934548	0.892544242	0.181193054	0.350529581	0.225849294	0.667681211	0.648201831	0.654835983	0.18762744	0.394890399	0.3866892	0.231842633	0	0.105194058	0.255600535	0.396831197	0.375064824	0.979569038	0.980505819	0.97591674	0.792761907	0.829710505	0.815718111	0.84657962	0.896211361	0.890165047	0.80577698	0.86382402	0.826486452	0.92421124	0.927956949	0.958645541	0.897441376	0.903862505	0.751049393	0.791061666	0.773684774	0.786741059	0.781899219	0.928278146	0.886780498	0.878753868	0.866619567	0.952130955	0.953870022	0.938137538	0.967475865	0.960263804	0.950538332	0.963181102	0.922017923	0.928211214	0.896813436	0.857041192	0.786994886	0.887007773	0.975863129	0.970297856	0.974672521	0.968438792	0.976733479	0.966083927	0.976558497	0.983369197	0.962445727	0.673378231	0.613231215	0.725684947	0.619145548	0.83036652	0.488004249	0.951074206	0.952599342	0.946725894	0.977107676	0.982312168	0.951916261	0.973936984	0.965949633	0.952853661
N_ZJ_WY_3	0.955276406	0.975998352	0.900224718	0.696844288	0.818259062	0.650690805	0.800426853	0.66964493	0.672240447	0.675758624	0.671919207	0.626595202	0.669832222	0.722675093	0.63981307	0.392196336	0.237061934	0.657364255	0.680682684	0.634875816	0.657551419	0.232928252	0.851047928	0.661444909	0.687585119	0.689269492	0.687879153	0.711424645	0.649365944	0.691237163	0.648522057	0.683478152	0.676347889	0.663933479	0.738821798	0.672855013	0.664696062	0.654568851	0.660013779	0.618128905	0.665352301	0.650395915	0.648055504	0.680200818	0.901108484	0.633969266	0.625393272	0.680066136	0.630423306	0.620590522	0.682085914	0.668094428	0.645620034	0.347292551	0.346249148	0.075256413	0.305714988	0.349286376	0.093649121	0.251749138	0.839435207	0.240351247	0.22298725	0.236030143	0.254903393	0.21136285	0.256766903	0.682206441	0.858806731	0.851128098	0.908224717	0.251843218	0.258933018	0.571796129	0.654167322	0.667491666	0.765926067	0.886820274	0.879047988	0.87880642	0.332389541	0.349607327	0.251625523	0.90673758	0.908999254	0.904436093	0.146679508	0.358436501	0.230706045	0.667693582	0.647706481	0.651130432	0.197674553	0.35461059	0.351761107	0.240484558	0.105194058	0	0.194358099	0.36142072	0.331842077	0.982445325	0.983007345	0.977977024	0.802568081	0.837470146	0.824961401	0.852023764	0.898285149	0.892278768	0.813737072	0.867355477	0.832078879	0.92601727	0.92985673	0.959541888	0.900264431	0.907902779	0.75304218	0.798353042	0.781524167	0.794487078	0.782822434	0.931435516	0.885603244	0.87828584	0.866151797	0.951716847	0.957522605	0.941495531	0.970700213	0.963835712	0.952491576	0.965361443	0.921403076	0.929549043	0.895890316	0.861349014	0.789898068	0.890713473	0.975167868	0.970458645	0.97457885	0.967716843	0.97930231	0.965936891	0.977026748	0.982259153	0.953108229	0.671840015	0.608736772	0.724441089	0.630931746	0.835503295	0.496592738	0.952920094	0.955475846	0.949816208	0.980171405	0.98636605	0.953602452	0.976224734	0.967755773	0.954673223
N_ZJ_ZD_1	0.955918695	0.981363566	0.902726482	0.791679659	0.850126115	0.755667039	0.851544197	0.777109972	0.781698595	0.793524679	0.793698745	0.753644566	0.789591632	0.832400105	0.761471063	0.513170825	0.360565878	0.774274063	0.801498283	0.761966354	0.781484369	0.345729837	0.87870095	0.779678218	0.80973869	0.810821812	0.807183483	0.828588347	0.778435809	0.810487445	0.77036769	0.790153614	0.797711569	0.786328075	0.856159483	0.791383733	0.781926657	0.7778857	0.782434555	0.748254878	0.790488705	0.763719742	0.766181068	0.803049958	0.931703754	0.755225308	0.746235215	0.799570849	0.75056968	0.744027568	0.796427248	0.783732894	0.756602487	0.213901742	0.203975343	0.187039879	0.164764241	0.197339829	0.137045674	0.10796281	0.842338678	0.325847796	0.326076532	0.343280798	0.373019006	0.288766625	0.351093566	0.789510579	0.85612933	0.847849329	0.905882114	0.34069687	0.361672947	0.693134158	0.764495048	0.779170108	0.847811795	0.884278469	0.876773903	0.877120695	0.425125408	0.431533686	0.364417455	0.904385894	0.913482684	0.91326866	0.233861797	0.424589547	0.339025869	0.792241159	0.773311214	0.775210774	0.317446211	0.20998192	0.213713873	0.338036342	0.255600535	0.194358099	0	0.226021678	0.18350576	0.983355771	0.983382812	0.977911219	0.835076629	0.867678161	0.856694999	0.879851007	0.909001868	0.904881533	0.843985473	0.890072724	0.862874956	0.945937838	0.947061688	0.969228239	0.917175612	0.921603459	0.776240534	0.827718456	0.807143604	0.823183452	0.787291242	0.934459735	0.887222822	0.877015917	0.863262674	0.94912171	0.957884504	0.943917603	0.971850992	0.963168053	0.952773663	0.96550954	0.916935286	0.929348785	0.89223922	0.887597352	0.825096241	0.909992151	0.972412368	0.971610296	0.978111765	0.968787945	0.979128394	0.968666966	0.978017342	0.977577273	0.944493228	0.671211612	0.610877709	0.723291437	0.673968595	0.86718287	0.565876766	0.958352641	0.960426507	0.957081494	0.98026586	0.986620815	0.959141855	0.977670299	0.970833602	0.958071901
N_ZJ_ZD_2	0.967236465	0.977497366	0.88641953	0.891985699	0.92881407	0.874996135	0.930472928	0.882273249	0.887677606	0.93545018	0.935757331	0.918806828	0.923449751	0.943369563	0.924252368	0.618961187	0.465073023	0.927262009	0.930085021	0.918780832	0.933361983	0.436913158	0.896600435	0.921041423	0.934660263	0.926633357	0.939141608	0.931235832	0.928706565	0.936652704	0.926473328	0.941336528	0.932573207	0.936546812	0.943422604	0.932599528	0.934794825	0.935677202	0.930473241	0.911543534	0.935141712	0.914714279	0.918553687	0.933777105	0.963115137	0.902888312	0.912787154	0.931904457	0.916225914	0.898085899	0.899088654	0.887089088	0.873189606	0.109608083	0.071347052	0.349085642	0.149219758	0.108296587	0.323626778	0.193167524	0.857469176	0.438288417	0.447787173	0.459239389	0.494930635	0.386785777	0.440404136	0.868305453	0.881655025	0.831180358	0.908250563	0.452414631	0.483411042	0.844678007	0.865162471	0.88509567	0.933764155	0.891062018	0.854272814	0.848680158	0.521431987	0.539024146	0.483827932	0.909911283	0.942459544	0.933268803	0.387640137	0.496187655	0.459680197	0.937683516	0.921054774	0.924198543	0.446690138	0.123668846	0.102985745	0.453981739	0.396831197	0.36142072	0.226021678	0	0.206434872	0.984559946	0.983489864	0.979034725	0.871825207	0.898312965	0.894139806	0.914700507	0.91755033	0.914045856	0.879637413	0.898526996	0.882487233	0.955142462	0.953322649	0.966018676	0.932158457	0.929375881	0.797925906	0.850112188	0.828173125	0.839584578	0.786153668	0.929670295	0.889938131	0.878955683	0.864440383	0.948479324	0.957857513	0.941135184	0.970285814	0.965508886	0.958191484	0.97033871	0.916734884	0.929509575	0.896239226	0.901871259	0.855383836	0.912854753	0.967449437	0.969375927	0.976988033	0.96620572	0.977804154	0.963690386	0.978820106	0.976506825	0.944212311	0.724268136	0.672910982	0.746862768	0.742328635	0.899945014	0.631373944	0.951971275	0.958231885	0.95352273	0.979717224	0.985135532	0.953229047	0.974941182	0.966245187	0.953590141
N_ZJ_ZD_3	0.964814928	0.978206561	0.886149725	0.87869916	0.918659929	0.87761782	0.925656908	0.890352712	0.89618509	0.922272404	0.918485707	0.895141772	0.911155307	0.925429779	0.900639999	0.605047182	0.455802058	0.913282075	0.915971706	0.898994895	0.919743397	0.428256802	0.896092042	0.906446104	0.925107985	0.915649252	0.928144759	0.920907366	0.908679628	0.925374967	0.903783978	0.9195298	0.920853756	0.919463042	0.935689251	0.920452118	0.917081959	0.913683836	0.914941046	0.888172332	0.921014244	0.890780186	0.898539389	0.91958183	0.898083657	0.881936925	0.886632135	0.914980735	0.889149382	0.877176194	0.902566565	0.892746616	0.868171631	0.218008993	0.182878848	0.302006037	0.201942539	0.174825328	0.277258027	0.168966425	0.870967031	0.426636572	0.434824678	0.447975384	0.478850851	0.374598688	0.430076255	0.862405867	0.883299348	0.842161668	0.910804654	0.439396908	0.469202183	0.815018742	0.869603723	0.882767437	0.928493046	0.893267824	0.86534856	0.862565768	0.50861613	0.522796965	0.463132508	0.921670144	0.942954649	0.934620631	0.35747396	0.49474308	0.437912336	0.913681902	0.903609922	0.909415965	0.425244895	0.196591199	0.195881344	0.439292626	0.375064824	0.331842077	0.18350576	0.206434872	0	0.987824395	0.987396341	0.982151693	0.871142457	0.898432796	0.895771744	0.911489394	0.918888062	0.914928413	0.880172588	0.905255992	0.887529963	0.958874286	0.956840723	0.970807181	0.934205445	0.933669605	0.799477749	0.854165776	0.832306959	0.841832068	0.791866223	0.937295779	0.895450029	0.886928591	0.867330013	0.951208825	0.961375869	0.944787331	0.973724102	0.966472623	0.95730868	0.968319185	0.920212813	0.930392523	0.898272554	0.906406165	0.856507085	0.919209095	0.973443124	0.976092108	0.983891219	0.97424581	0.981590415	0.972787451	0.981950514	0.979262882	0.952533611	0.720535782	0.66766677	0.750127068	0.738207866	0.898446531	0.627909262	0.960987872	0.962593614	0.958057865	0.984185479	0.988078877	0.961215601	0.979703637	0.972332475	0.960493286
M_ZJ_NY_1	0.974808143	0.985336673	0.98510863	0.973869887	0.978966528	0.975929653	0.950015285	0.952423897	0.955714837	0.971487729	0.977963964	0.973214245	0.973869876	0.968760637	0.978686444	0.964397424	0.977427009	0.966738622	0.960504833	0.974323347	0.965587825	0.982993843	0.986539721	0.971127	0.975206428	0.964355921	0.973868921	0.968034982	0.962055092	0.967366731	0.978110799	0.980840953	0.965749761	0.970510378	0.964770395	0.960677983	0.977962602	0.966228549	0.956289274	0.981281083	0.97369553	0.981468796	0.982954157	0.973935863	0.988332565	0.973388049	0.970298258	0.976946213	0.979087233	0.977067577	0.953012661	0.964999873	0.968117389	0.98534891	0.986914475	0.984706881	0.98805196	0.991691405	0.985388999	0.982995227	0.968559867	0.974900208	0.982298184	0.980211685	0.982913718	0.98493423	0.984506287	0.977146384	0.972854717	0.981309072	0.975195503	0.982365452	0.976037065	0.978003984	0.976987628	0.967890189	0.966030428	0.988225817	0.982727549	0.990312927	0.980532609	0.959702653	0.97791027	0.984225686	0.965858066	0.972292798	0.981295401	0.984117939	0.984572704	0.980947286	0.972048933	0.968545398	0.983783733	0.98778455	0.987757745	0.982833512	0.979569038	0.982445325	0.983355771	0.984559946	0.987824395	0	0.254329939	0.212631646	0.921197177	0.906027068	0.926936013	0.840021889	0.846201706	0.84367386	0.933943791	0.954628266	0.950306557	0.896943521	0.848088411	0.892998606	0.822962985	0.822027694	0.88656174	0.778054562	0.819310903	0.798349367	0.763766765	0.784503399	0.801774593	0.822389054	0.820208185	0.772798533	0.665081209	0.762631812	0.747167232	0.696906012	0.69544742	0.75039001	0.915339702	0.80129347	0.81460386	0.902763978	0.956208209	0.901345495	0.910562101	0.7139227	0.724276777	0.804503314	0.871942443	0.780757883	0.653749416	0.79104637	0.771700719	0.829358775	0.73162063	0.808850944	0.851606395	0.881117773	0.886213777	0.695166153	0.708905175	0.743031583	0.90535882	0.87408176	0.849813774	0.767782075	0.749641437	0.736997836
M_ZJ_NY_2	0.974112475	0.985537415	0.984694349	0.974512368	0.979782263	0.976879902	0.95871118	0.95310648	0.956504465	0.972290326	0.978954218	0.97350869	0.974940597	0.978152292	0.97912826	0.964919375	0.978470963	0.967849236	0.961388069	0.975366912	0.966657982	0.983368708	0.986513131	0.972010293	0.976237046	0.965693854	0.974752148	0.968904494	0.963619911	0.968115729	0.978993767	0.982499903	0.966726287	0.970068585	0.965973845	0.962751876	0.979019703	0.967499692	0.957359133	0.982137582	0.974431345	0.981736833	0.983582959	0.974859589	0.988547041	0.974043844	0.971007059	0.97837817	0.979916731	0.978004023	0.953494301	0.965535318	0.968224428	0.985643556	0.986941541	0.98560348	0.988239517	0.991611453	0.98587079	0.983182125	0.977282387	0.976545764	0.9832213	0.98101442	0.983809891	0.985228817	0.985469673	0.97836407	0.97116917	0.981015212	0.974313315	0.983569566	0.97736174	0.979234975	0.977415983	0.974084505	0.974699573	0.988092085	0.98302228	0.990299829	0.981683177	0.968598738	0.979047414	0.984761239	0.975437289	0.978754793	0.981683464	0.984573068	0.985214678	0.98156292	0.972731684	0.969602722	0.98468025	0.987477195	0.987370122	0.983742895	0.980505819	0.983007345	0.983382812	0.983489864	0.987396341	0.254329939	0	0.297245231	0.924996928	0.909572638	0.930709449	0.853333404	0.836824478	0.83509868	0.935804132	0.955818774	0.95239385	0.901050927	0.855847914	0.900008696	0.841799667	0.839526424	0.891993228	0.699071873	0.742416167	0.722162854	0.777679796	0.789439436	0.803995415	0.833198384	0.825025096	0.707662306	0.693815495	0.714190555	0.648386425	0.633536096	0.677588831	0.762457775	0.908449524	0.750324016	0.80506567	0.9010255	0.958268654	0.900663864	0.90922505	0.736920297	0.759180368	0.806656716	0.846938883	0.744785645	0.558874353	0.749133302	0.733641216	0.803325188	0.69233008	0.809988197	0.833292033	0.861679665	0.887926518	0.67921976	0.683193393	0.715648413	0.907566521	0.886269121	0.848396803	0.668171027	0.642405289	0.712490597
M_ZJ_NY_3	0.971396977	0.983891998	0.979984926	0.970150833	0.976451157	0.970110493	0.958309464	0.945641742	0.949387418	0.968357127	0.974539489	0.968759365	0.971274839	0.976252219	0.975248389	0.96276555	0.975527986	0.965414415	0.959822435	0.970778515	0.962683975	0.980947011	0.984787539	0.9672742	0.972424517	0.963326062	0.970885863	0.965680855	0.961238945	0.964530808	0.975261395	0.978178682	0.964224718	0.967031982	0.961038121	0.957628677	0.97505976	0.964047974	0.954684031	0.977562242	0.970418101	0.977348592	0.979301919	0.970832168	0.986861049	0.968866184	0.966512473	0.97131436	0.975114281	0.972799732	0.948919411	0.961682275	0.963997014	0.981161379	0.982339228	0.980653398	0.98294143	0.986126059	0.980505956	0.978526525	0.975703305	0.974284502	0.979542182	0.977790245	0.979836624	0.982633178	0.982820905	0.975955825	0.966031815	0.970191791	0.971623797	0.979408763	0.972679136	0.975288449	0.975877436	0.972384819	0.972866231	0.984358941	0.973349617	0.986794363	0.977910294	0.968250598	0.976117835	0.979931595	0.975235844	0.976466697	0.976505601	0.981522242	0.981201356	0.976973905	0.967982311	0.964572532	0.981094367	0.981978161	0.9826071	0.97947542	0.97591674	0.977977024	0.977911219	0.979034725	0.982151693	0.212631646	0.297245231	0	0.922374536	0.908555747	0.92859557	0.842175882	0.842442699	0.842242673	0.926786455	0.946547987	0.942226622	0.898495101	0.853908047	0.898202633	0.804114335	0.805465784	0.876114281	0.763553112	0.801639594	0.775606877	0.784249001	0.801144181	0.811553751	0.814161622	0.787954497	0.723032694	0.670070197	0.757066223	0.750364157	0.673454699	0.710884993	0.746751857	0.897613282	0.755982911	0.792810779	0.892370198	0.948275536	0.891580016	0.894321619	0.717722045	0.73999562	0.786322423	0.862042592	0.769934912	0.61275955	0.740343526	0.720985481	0.814093942	0.715846856	0.793800467	0.84831498	0.877023832	0.880461212	0.679781259	0.683380352	0.714189109	0.893064364	0.867071882	0.841412335	0.765481014	0.753480543	0.737947654
M_JL_T_1	0.966058122	0.981724358	0.906486446	0.8267265	0.847314409	0.812011312	0.839058687	0.807190794	0.810803479	0.833037797	0.8490549	0.84890711	0.822390705	0.858593303	0.845522954	0.750782123	0.751072109	0.828664381	0.835876327	0.83137876	0.838054675	0.765362322	0.840826888	0.828959948	0.824568351	0.815351719	0.837439978	0.810413705	0.818348797	0.823192099	0.846298084	0.85868695	0.84538793	0.845105028	0.828113106	0.830871928	0.845467653	0.836167825	0.823204839	0.840545841	0.845910171	0.838955249	0.843370524	0.844411652	0.900600071	0.831528767	0.832332088	0.842270322	0.843248249	0.824145351	0.812758111	0.827382823	0.818485325	0.859196111	0.87272101	0.800976233	0.876026065	0.889992797	0.827290786	0.844173373	0.886900514	0.764065697	0.76975179	0.766086134	0.765444219	0.777457774	0.777631752	0.766030801	0.904787346	0.867651001	0.931409023	0.766487921	0.76367797	0.817952002	0.813872042	0.832278948	0.854833602	0.919074846	0.891409675	0.899958222	0.762313655	0.762660489	0.765792546	0.948224646	0.938687325	0.940680434	0.829403146	0.7759595	0.768856135	0.850058668	0.829962618	0.82953508	0.770634634	0.883383215	0.876667527	0.767235528	0.792761907	0.802568081	0.835076629	0.871825207	0.871142457	0.921197177	0.924996928	0.922374536	0	0.191953936	0.109130045	0.628838159	0.73353142	0.704246843	0.237847546	0.30772044	0.263091024	0.605335096	0.624062528	0.672919243	0.643579833	0.614389912	0.588906728	0.721815016	0.665963508	0.62609937	0.853639093	0.898213737	0.867044587	0.562340943	0.703315226	0.776839316	0.860408025	0.873131859	0.903486695	0.875351017	0.873410327	0.870455097	0.532149053	0.813079444	0.681041561	0.669402305	0.268071582	0.691528817	0.750860077	0.82210782	0.855699784	0.85850902	0.946925502	0.891593619	0.91123092	0.875487138	0.920034224	0.718886489	0.725508417	0.681322939	0.672341509	0.739338055	0.631287438	0.902682267	0.863524996	0.89675618	0.943191784	0.955433226	0.887418481	0.912475578	0.91636813	0.8372383
M_JL_T_2	0.963877462	0.980318967	0.908599723	0.85083353	0.865962948	0.839207806	0.853211811	0.832596128	0.829758262	0.856221261	0.872251124	0.869962997	0.844825572	0.878391906	0.866258075	0.80106857	0.810537762	0.845705933	0.856623939	0.858964703	0.855764863	0.821362034	0.854485292	0.853187068	0.855483932	0.833580335	0.858549665	0.84260133	0.839147552	0.850000247	0.867782438	0.880265452	0.862925805	0.867004189	0.850707396	0.852381984	0.869506518	0.860100134	0.847564844	0.8643447	0.867072948	0.860733493	0.865469965	0.865039469	0.905349195	0.853387912	0.855903143	0.863098866	0.867234645	0.847007572	0.835740913	0.848705855	0.839623063	0.886392653	0.899998221	0.837698153	0.902433829	0.917216651	0.861750845	0.870781343	0.889803924	0.81799097	0.821790517	0.819048063	0.819209037	0.827182927	0.8252292	0.811634406	0.903128885	0.889470293	0.928974159	0.819904622	0.816184508	0.838579465	0.836573398	0.851702979	0.869495461	0.91975704	0.902981559	0.915182124	0.81891389	0.814057244	0.819115366	0.948959808	0.936318846	0.938378663	0.863663411	0.826245724	0.823489862	0.873643251	0.852864919	0.854163409	0.823489735	0.91040632	0.904065346	0.820826254	0.829710505	0.837470146	0.867678161	0.898312965	0.898432796	0.906027068	0.909572638	0.908555747	0.191953936	0	0.199471106	0.620852107	0.727085131	0.698522488	0.351906197	0.410100074	0.376989177	0.59282765	0.61564926	0.665080545	0.632250494	0.600332267	0.609388882	0.742228822	0.688705662	0.647115498	0.866428756	0.884127609	0.881011267	0.572401026	0.716278213	0.764625166	0.84376641	0.861065274	0.889587308	0.859860125	0.859177311	0.857853519	0.526851898	0.803447968	0.68121525	0.662138325	0.39331367	0.678539633	0.750392002	0.80966743	0.840783426	0.849426016	0.943339872	0.878843731	0.898321663	0.868651465	0.907619598	0.73709352	0.740197168	0.6945266	0.723003459	0.731323235	0.67318667	0.887057157	0.846108056	0.88274915	0.939232016	0.951098564	0.875806247	0.898951059	0.902535716	0.821333148
